timestamp,geracao_kwh,consumo_kwh,exportado_kwh,solar_generation_kwh,house_consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumption_kwh,estimated_savings_brl,weather_condition,expected_generation_kwh
1773669709,0.5253,0.1221,0.4033,0.5253,0.1221,0.0,0.4033,0.1221,0.1123,nublado,1.0798
1773670609,0.5317,0.1068,0.4249,0.5317,0.1068,0.0,0.4249,0.1068,0.0983,nublado,1.0363
1773671509,0.5073,0.1428,0.3645,0.5073,0.1428,0.0,0.3645,0.1428,0.1314,nublado,0.9884
1773672409,0.4549,0.1065,0.3484,0.4549,0.1065,0.0,0.3484,0.1065,0.098,nublado,0.9362
1773673309,0.4439,0.1048,0.3391,0.4439,0.1048,0.0,0.3391,0.1048,0.0964,nublado,0.88
1773674209,0.3961,0.0825,0.3136,0.3961,0.0825,0.0,0.3136,0.0825,0.0759,nublado,0.8201
1773675109,0.3824,0.1364,0.246,0.3824,0.1364,0.0,0.246,0.1364,0.1254,nublado,0.7566
1773676009,0.3474,0.0938,0.2536,0.3474,0.0938,0.0,0.2536,0.0938,0.0863,nublado,0.6899
1773676909,0.2877,0.1391,0.1486,0.2877,0.1391,0.0,0.1486,0.1391,0.128,nublado,0.6203
1773677809,0.2784,0.1357,0.1427,0.2784,0.1357,0.0,0.1427,0.1357,0.1248,nublado,0.548
1773678709,0.2506,0.1008,0.1498,0.2506,0.1008,0.0,0.1498,0.1008,0.0928,nublado,0.4733
1773679609,0.1969,0.1051,0.0919,0.1969,0.1051,0.0,0.0919,0.1051,0.0967,nublado,0.3966
1773680509,0.1583,0.1347,0.0236,0.1583,0.1347,0.0,0.0236,0.1347,0.1239,nublado,0.3183
1773681409,0.1308,0.132,0.0,0.1308,0.132,0.0012,0.0,0.1308,0.1204,nublado,0.2385
1773682309,0.0767,0.0933,0.0,0.0767,0.0933,0.0166,0.0,0.0767,0.0706,nublado,0.1577
1773683209,0.0376,0.0836,0.0,0.0376,0.0836,0.046,0.0,0.0376,0.0346,nublado,0.0763
1773684109,0.0,0.3873,0.0,0.0,0.3873,0.3873,0.0,0.0,0.0,nublado,0.0
1773685009,0.0,0.3765,0.0,0.0,0.3765,0.3765,0.0,0.0,0.0,nublado,0.0
1773685909,0.0,0.3846,0.0,0.0,0.3846,0.3846,0.0,0.0,0.0,nublado,0.0
1773686809,0.0,0.3901,0.0,0.0,0.3901,0.3901,0.0,0.0,0.0,nublado,0.0
1773687709,0.0,0.3831,0.0,0.0,0.3831,0.3831,0.0,0.0,0.0,nublado,0.0
1773688609,0.0,0.3697,0.0,0.0,0.3697,0.3697,0.0,0.0,0.0,nublado,0.0
1773689509,0.0,0.3994,0.0,0.0,0.3994,0.3994,0.0,0.0,0.0,nublado,0.0
1773690409,0.0,0.3757,0.0,0.0,0.3757,0.3757,0.0,0.0,0.0,nublado,0.0
1773691309,0.0,0.41,0.0,0.0,0.41,0.41,0.0,0.0,0.0,nublado,0.0
1773692209,0.0,0.3714,0.0,0.0,0.3714,0.3714,0.0,0.0,0.0,nublado,0.0
1773693109,0.0,0.378,0.0,0.0,0.378,0.378,0.0,0.0,0.0,nublado,0.0
1773694009,0.0,0.4057,0.0,0.0,0.4057,0.4057,0.0,0.0,0.0,nublado,0.0
1773694909,0.0,0.3878,0.0,0.0,0.3878,0.3878,0.0,0.0,0.0,nublado,0.0
1773695809,0.0,0.3964,0.0,0.0,0.3964,0.3964,0.0,0.0,0.0,nublado,0.0
1773696709,0.0,0.3836,0.0,0.0,0.3836,0.3836,0.0,0.0,0.0,nublado,0.0
1773697609,0.0,0.4315,0.0,0.0,0.4315,0.4315,0.0,0.0,0.0,nublado,0.0
1773698509,0.0,0.3676,0.0,0.0,0.3676,0.3676,0.0,0.0,0.0,nublado,0.0
1773699409,0.0,0.4002,0.0,0.0,0.4002,0.4002,0.0,0.0,0.0,nublado,0.0
1773700309,0.0,0.1184,0.0,0.0,0.1184,0.1184,0.0,0.0,0.0,nublado,0.0
1773701209,0.0,0.0831,0.0,0.0,0.0831,0.0831,0.0,0.0,0.0,nublado,0.0
1773702109,0.0,0.1927,0.0,0.0,0.1927,0.1927,0.0,0.0,0.0,nublado,0.0
1773703009,0.0,0.1493,0.0,0.0,0.1493,0.1493,0.0,0.0,0.0,nublado,0.0
1773703909,0.0,0.1643,0.0,0.0,0.1643,0.1643,0.0,0.0,0.0,nublado,0.0
1773704809,0.0,0.1912,0.0,0.0,0.1912,0.1912,0.0,0.0,0.0,nublado,0.0
1773705709,0.0,0.0579,0.0,0.0,0.0579,0.0579,0.0,0.0,0.0,parcialmente_nublado,0.0
1773706609,0.0,0.1002,0.0,0.0,0.1002,0.1002,0.0,0.0,0.0,parcialmente_nublado,0.0
1773707509,0.0,0.0644,0.0,0.0,0.0644,0.0644,0.0,0.0,0.0,parcialmente_nublado,0.0
1773708409,0.0,0.0705,0.0,0.0,0.0705,0.0705,0.0,0.0,0.0,parcialmente_nublado,0.0
1773709309,0.0,0.0959,0.0,0.0,0.0959,0.0959,0.0,0.0,0.0,parcialmente_nublado,0.0
1773710209,0.0,0.0491,0.0,0.0,0.0491,0.0491,0.0,0.0,0.0,parcialmente_nublado,0.0
1773711109,0.0,0.0805,0.0,0.0,0.0805,0.0805,0.0,0.0,0.0,parcialmente_nublado,0.0
1773712009,0.0,0.048,0.0,0.0,0.048,0.048,0.0,0.0,0.0,parcialmente_nublado,0.0
1773712909,0.0,0.0774,0.0,0.0,0.0774,0.0774,0.0,0.0,0.0,parcialmente_nublado,0.0
1773713809,0.0,0.073,0.0,0.0,0.073,0.073,0.0,0.0,0.0,parcialmente_nublado,0.0
1773714709,0.0,0.0865,0.0,0.0,0.0865,0.0865,0.0,0.0,0.0,parcialmente_nublado,0.0
1773715609,0.0,0.0893,0.0,0.0,0.0893,0.0893,0.0,0.0,0.0,parcialmente_nublado,0.0
1773716509,0.0,0.0627,0.0,0.0,0.0627,0.0627,0.0,0.0,0.0,parcialmente_nublado,0.0
1773717409,0.0,0.0853,0.0,0.0,0.0853,0.0853,0.0,0.0,0.0,parcialmente_nublado,0.0
1773718309,0.0,0.0851,0.0,0.0,0.0851,0.0851,0.0,0.0,0.0,parcialmente_nublado,0.0
1773719209,0.0,0.0915,0.0,0.0,0.0915,0.0915,0.0,0.0,0.0,parcialmente_nublado,0.0
1773720109,0.0,0.1068,0.0,0.0,0.1068,0.1068,0.0,0.0,0.0,parcialmente_nublado,0.0
1773721009,0.0,0.0846,0.0,0.0,0.0846,0.0846,0.0,0.0,0.0,parcialmente_nublado,0.0
1773721909,0.0,0.0714,0.0,0.0,0.0714,0.0714,0.0,0.0,0.0,parcialmente_nublado,0.0
1773722809,0.0,0.0904,0.0,0.0,0.0904,0.0904,0.0,0.0,0.0,parcialmente_nublado,0.0
1773723709,0.0,0.0929,0.0,0.0,0.0929,0.0929,0.0,0.0,0.0,parcialmente_nublado,0.0
1773724609,0.0,0.094,0.0,0.0,0.094,0.094,0.0,0.0,0.0,parcialmente_nublado,0.0
1773725509,0.0,0.1405,0.0,0.0,0.1405,0.1405,0.0,0.0,0.0,parcialmente_nublado,0.0
1773726409,0.0,0.1273,0.0,0.0,0.1273,0.1273,0.0,0.0,0.0,parcialmente_nublado,0.0
1773727309,0.004,0.2823,0.0,0.004,0.2823,0.2783,0.0,0.004,0.0037,parcialmente_nublado,0.0055
1773728209,0.063,0.2521,0.0,0.063,0.2521,0.189,0.0,0.063,0.058,parcialmente_nublado,0.0872
1773729109,0.127,0.2267,0.0,0.127,0.2267,0.0997,0.0,0.127,0.1169,parcialmente_nublado,0.1686
1773730009,0.1823,0.2628,0.0,0.1823,0.2628,0.0805,0.0,0.1823,0.1677,parcialmente_nublado,0.2492
1773730909,0.2546,0.2514,0.0033,0.2546,0.2514,0.0,0.0033,0.2514,0.2312,parcialmente_nublado,0.3288
1773731809,0.3126,0.2598,0.0528,0.3126,0.2598,0.0,0.0528,0.2598,0.239,parcialmente_nublado,0.407
1773732709,0.3738,0.2176,0.1562,0.3738,0.2176,0.0,0.1562,0.2176,0.2002,parcialmente_nublado,0.4834
1773733609,0.4269,0.26,0.1669,0.4269,0.26,0.0,0.1669,0.26,0.2392,parcialmente_nublado,0.5577
1773734509,0.4554,0.2373,0.2182,0.4554,0.2373,0.0,0.2182,0.2373,0.2183,parcialmente_nublado,0.6297
1773735409,0.5007,0.2455,0.2552,0.5007,0.2455,0.0,0.2552,0.2455,0.2259,parcialmente_nublado,0.699
1773736309,0.5245,0.0809,0.4436,0.5245,0.0809,0.0,0.4436,0.0809,0.0745,parcialmente_nublado,0.7653
1773737209,0.5679,0.0866,0.4813,0.5679,0.0866,0.0,0.4813,0.0866,0.0797,parcialmente_nublado,0.8283
1773738109,0.6191,0.1258,0.4933,0.6191,0.1258,0.0,0.4933,0.1258,0.1157,parcialmente_nublado,0.8877
1773739009,0.6981,0.0963,0.6017,0.6981,0.0963,0.0,0.6017,0.0963,0.0886,parcialmente_nublado,0.9434
1773739909,0.7024,0.0801,0.6223,0.7024,0.0801,0.0,0.6223,0.0801,0.0737,parcialmente_nublado,0.995
1773740809,0.7671,0.1384,0.6287,0.7671,0.1384,0.0,0.6287,0.1384,0.1274,parcialmente_nublado,1.0424
1773741709,0.7991,0.129,0.6701,0.7991,0.129,0.0,0.6701,0.129,0.1187,parcialmente_nublado,1.0852
1773742609,0.7832,0.1047,0.6786,0.7832,0.1047,0.0,0.6786,0.1047,0.0963,parcialmente_nublado,1.1235
1773743509,0.8829,0.0982,0.7847,0.8829,0.0982,0.0,0.7847,0.0982,0.0904,parcialmente_nublado,1.1569
1773744409,0.8184,0.1063,0.7122,0.8184,0.1063,0.0,0.7122,0.1063,0.0978,parcialmente_nublado,1.1854
1773745309,0.856,0.1337,0.7223,0.856,0.1337,0.0,0.7223,0.1337,0.123,parcialmente_nublado,1.2088
1773746209,0.9265,0.1269,0.7996,0.9265,0.1269,0.0,0.7996,0.1269,0.1168,parcialmente_nublado,1.227
1773747109,0.8558,0.1478,0.708,0.8558,0.1478,0.0,0.708,0.1478,0.136,parcialmente_nublado,1.24
1773748009,0.8709,0.1859,0.685,0.8709,0.1859,0.0,0.685,0.1859,0.171,parcialmente_nublado,1.2477
1773748909,0.9355,0.1818,0.7536,0.9355,0.1818,0.0,0.7536,0.1818,0.1673,parcialmente_nublado,1.25
1773749809,0.9455,0.1754,0.77,0.9455,0.1754,0.0,0.77,0.1754,0.1614,parcialmente_nublado,1.247
1773750709,0.8719,0.1678,0.7041,0.8719,0.1678,0.0,0.7041,0.1678,0.1544,parcialmente_nublado,1.2386
1773751609,0.8678,0.1846,0.6833,0.8678,0.1846,0.0,0.6833,0.1846,0.1698,parcialmente_nublado,1.2249
1773752509,0.9133,0.1541,0.7592,0.9133,0.1541,0.0,0.7592,0.1541,0.1417,parcialmente_nublado,1.206
1773753409,0.8798,0.179,0.7008,0.8798,0.179,0.0,0.7008,0.179,0.1647,parcialmente_nublado,1.1819
1773754309,0.8991,0.1196,0.7795,0.8991,0.1196,0.0,0.7795,0.1196,0.11,parcialmente_nublado,1.1528
1773755209,0.8201,0.0943,0.7258,0.8201,0.0943,0.0,0.7258,0.0943,0.0867,parcialmente_nublado,1.1187
1773756109,0.8541,0.1386,0.7155,0.8541,0.1386,0.0,0.7155,0.1386,0.1275,parcialmente_nublado,1.0798
1773757009,0.7278,0.1445,0.5833,0.7278,0.1445,0.0,0.5833,0.1445,0.1329,parcialmente_nublado,1.0363
1773757909,0.7313,0.1193,0.612,0.7313,0.1193,0.0,0.612,0.1193,0.1098,parcialmente_nublado,0.9884
1773758809,0.6825,0.1177,0.5649,0.6825,0.1177,0.0,0.5649,0.1177,0.1083,parcialmente_nublado,0.9362
1773759709,0.6858,0.0975,0.5883,0.6858,0.0975,0.0,0.5883,0.0975,0.0897,parcialmente_nublado,0.88
1773760609,0.5771,0.0808,0.4963,0.5771,0.0808,0.0,0.4963,0.0808,0.0743,parcialmente_nublado,0.8201
1773761509,0.5611,0.094,0.4671,0.5611,0.094,0.0,0.4671,0.094,0.0865,parcialmente_nublado,0.7566
1773762409,0.5166,0.1288,0.3878,0.5166,0.1288,0.0,0.3878,0.1288,0.1185,parcialmente_nublado,0.6899
1773763309,0.4245,0.1152,0.3093,0.4245,0.1152,0.0,0.3093,0.1152,0.106,parcialmente_nublado,0.6203
1773764209,0.4096,0.1145,0.2951,0.4096,0.1145,0.0,0.2951,0.1145,0.1054,parcialmente_nublado,0.548
1773765109,0.3521,0.0822,0.2699,0.3521,0.0822,0.0,0.2699,0.0822,0.0757,parcialmente_nublado,0.4733
1773766009,0.2888,0.1196,0.1692,0.2888,0.1196,0.0,0.1692,0.1196,0.11,parcialmente_nublado,0.3966
1773766909,0.2122,0.1276,0.0846,0.2122,0.1276,0.0,0.0846,0.1276,0.1174,parcialmente_nublado,0.3183
1773767809,0.1657,0.0818,0.0839,0.1657,0.0818,0.0,0.0839,0.0818,0.0753,parcialmente_nublado,0.2385
1773768709,0.1144,0.1023,0.0121,0.1144,0.1023,0.0,0.0121,0.1023,0.0941,parcialmente_nublado,0.1577
1773769609,0.0562,0.104,0.0,0.0562,0.104,0.0478,0.0,0.0562,0.0517,parcialmente_nublado,0.0763
1773770509,0.0,0.4162,0.0,0.0,0.4162,0.4162,0.0,0.0,0.0,parcialmente_nublado,0.0
1773771409,0.0,0.4289,0.0,0.0,0.4289,0.4289,0.0,0.0,0.0,parcialmente_nublado,0.0
1773772309,0.0,0.4087,0.0,0.0,0.4087,0.4087,0.0,0.0,0.0,parcialmente_nublado,0.0
1773773209,0.0,0.3928,0.0,0.0,0.3928,0.3928,0.0,0.0,0.0,parcialmente_nublado,0.0
1773774109,0.0,0.3894,0.0,0.0,0.3894,0.3894,0.0,0.0,0.0,parcialmente_nublado,0.0
1773775009,0.0,0.39,0.0,0.0,0.39,0.39,0.0,0.0,0.0,parcialmente_nublado,0.0
1773775909,0.0,0.3799,0.0,0.0,0.3799,0.3799,0.0,0.0,0.0,parcialmente_nublado,0.0
1773776809,0.0,0.3954,0.0,0.0,0.3954,0.3954,0.0,0.0,0.0,parcialmente_nublado,0.0
1773777709,0.0,0.4297,0.0,0.0,0.4297,0.4297,0.0,0.0,0.0,parcialmente_nublado,0.0
1773778609,0.0,0.3845,0.0,0.0,0.3845,0.3845,0.0,0.0,0.0,parcialmente_nublado,0.0
1773779509,0.0,0.3954,0.0,0.0,0.3954,0.3954,0.0,0.0,0.0,parcialmente_nublado,0.0
1773780409,0.0,0.4157,0.0,0.0,0.4157,0.4157,0.0,0.0,0.0,parcialmente_nublado,0.0
1773781309,0.0,0.4044,0.0,0.0,0.4044,0.4044,0.0,0.0,0.0,parcialmente_nublado,0.0
1773782209,0.0,0.3948,0.0,0.0,0.3948,0.3948,0.0,0.0,0.0,parcialmente_nublado,0.0
1773783109,0.0,0.4085,0.0,0.0,0.4085,0.4085,0.0,0.0,0.0,parcialmente_nublado,0.0
1773784009,0.0,0.3864,0.0,0.0,0.3864,0.3864,0.0,0.0,0.0,parcialmente_nublado,0.0
1773784909,0.0,0.4041,0.0,0.0,0.4041,0.4041,0.0,0.0,0.0,parcialmente_nublado,0.0
1773785809,0.0,0.431,0.0,0.0,0.431,0.431,0.0,0.0,0.0,parcialmente_nublado,0.0
1773786709,0.0,0.0931,0.0,0.0,0.0931,0.0931,0.0,0.0,0.0,parcialmente_nublado,0.0
1773787609,0.0,0.1054,0.0,0.0,0.1054,0.1054,0.0,0.0,0.0,parcialmente_nublado,0.0
1773788509,0.0,0.1362,0.0,0.0,0.1362,0.1362,0.0,0.0,0.0,parcialmente_nublado,0.0
1773789409,0.0,0.1553,0.0,0.0,0.1553,0.1553,0.0,0.0,0.0,parcialmente_nublado,0.0
1773790309,0.0,0.1778,0.0,0.0,0.1778,0.1778,0.0,0.0,0.0,parcialmente_nublado,0.0
1773791209,0.0,0.1688,0.0,0.0,0.1688,0.1688,0.0,0.0,0.0,parcialmente_nublado,0.0
1773792109,0.0,0.0713,0.0,0.0,0.0713,0.0713,0.0,0.0,0.0,parcialmente_nublado,0.0
1773793009,0.0,0.0522,0.0,0.0,0.0522,0.0522,0.0,0.0,0.0,parcialmente_nublado,0.0
1773793909,0.0,0.0724,0.0,0.0,0.0724,0.0724,0.0,0.0,0.0,parcialmente_nublado,0.0
1773794809,0.0,0.0487,0.0,0.0,0.0487,0.0487,0.0,0.0,0.0,parcialmente_nublado,0.0
1773795709,0.0,0.1005,0.0,0.0,0.1005,0.1005,0.0,0.0,0.0,parcialmente_nublado,0.0
1773796609,0.0,0.0795,0.0,0.0,0.0795,0.0795,0.0,0.0,0.0,parcialmente_nublado,0.0
1773797509,0.0,0.0703,0.0,0.0,0.0703,0.0703,0.0,0.0,0.0,parcialmente_nublado,0.0
1773798409,0.0,0.0787,0.0,0.0,0.0787,0.0787,0.0,0.0,0.0,parcialmente_nublado,0.0
1773799309,0.0,0.0864,0.0,0.0,0.0864,0.0864,0.0,0.0,0.0,parcialmente_nublado,0.0
1773800209,0.0,0.0546,0.0,0.0,0.0546,0.0546,0.0,0.0,0.0,parcialmente_nublado,0.0
1773801109,0.0,0.0731,0.0,0.0,0.0731,0.0731,0.0,0.0,0.0,parcialmente_nublado,0.0
1773802009,0.0,0.0813,0.0,0.0,0.0813,0.0813,0.0,0.0,0.0,parcialmente_nublado,0.0
1773802909,0.0,0.1076,0.0,0.0,0.1076,0.1076,0.0,0.0,0.0,parcialmente_nublado,0.0
1773803809,0.0,0.067,0.0,0.0,0.067,0.067,0.0,0.0,0.0,parcialmente_nublado,0.0
1773804709,0.0,0.0796,0.0,0.0,0.0796,0.0796,0.0,0.0,0.0,parcialmente_nublado,0.0
1773805609,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,parcialmente_nublado,0.0
1773806509,0.0,0.0824,0.0,0.0,0.0824,0.0824,0.0,0.0,0.0,parcialmente_nublado,0.0
1773807409,0.0,0.0492,0.0,0.0,0.0492,0.0492,0.0,0.0,0.0,parcialmente_nublado,0.0
1773808309,0.0,0.0772,0.0,0.0,0.0772,0.0772,0.0,0.0,0.0,parcialmente_nublado,0.0
1773809209,0.0,0.0649,0.0,0.0,0.0649,0.0649,0.0,0.0,0.0,parcialmente_nublado,0.0
1773810109,0.0,0.1032,0.0,0.0,0.1032,0.1032,0.0,0.0,0.0,parcialmente_nublado,0.0
1773811009,0.0,0.1229,0.0,0.0,0.1229,0.1229,0.0,0.0,0.0,parcialmente_nublado,0.0
1773811909,0.0,0.1413,0.0,0.0,0.1413,0.1413,0.0,0.0,0.0,parcialmente_nublado,0.0
1773812809,0.0,0.0821,0.0,0.0,0.0821,0.0821,0.0,0.0,0.0,parcialmente_nublado,0.0
1773813709,0.0039,0.2796,0.0,0.0039,0.2796,0.2757,0.0,0.0039,0.0036,parcialmente_nublado,0.0055
1773814609,0.0593,0.2325,0.0,0.0593,0.2325,0.1732,0.0,0.0593,0.0545,parcialmente_nublado,0.0872
1773815509,0.1213,0.2745,0.0,0.1213,0.2745,0.1533,0.0,0.1213,0.1116,parcialmente_nublado,0.1686
1773816409,0.1819,0.2663,0.0,0.1819,0.2663,0.0845,0.0,0.1819,0.1673,parcialmente_nublado,0.2492
1773817309,0.2416,0.2361,0.0055,0.2416,0.2361,0.0,0.0055,0.2361,0.2172,parcialmente_nublado,0.3288
1773818209,0.3067,0.2233,0.0834,0.3067,0.2233,0.0,0.0834,0.2233,0.2054,parcialmente_nublado,0.407
1773819109,0.3668,0.2647,0.1021,0.3668,0.2647,0.0,0.1021,0.2647,0.2435,parcialmente_nublado,0.4834
1773820009,0.4361,0.238,0.1981,0.4361,0.238,0.0,0.1981,0.238,0.219,parcialmente_nublado,0.5577
1773820909,0.4551,0.2197,0.2354,0.4551,0.2197,0.0,0.2354,0.2197,0.2021,parcialmente_nublado,0.6297
1773821809,0.5276,0.246,0.2816,0.5276,0.246,0.0,0.2816,0.246,0.2263,parcialmente_nublado,0.699
1773822709,0.5627,0.0863,0.4764,0.5627,0.0863,0.0,0.4764,0.0863,0.0794,parcialmente_nublado,0.7653
1773823609,0.6292,0.1005,0.5288,0.6292,0.1005,0.0,0.5288,0.1005,0.0924,parcialmente_nublado,0.8283
1773824509,0.6874,0.0998,0.5877,0.6874,0.0998,0.0,0.5877,0.0998,0.0918,parcialmente_nublado,0.8877
1773825409,0.6823,0.1152,0.5671,0.6823,0.1152,0.0,0.5671,0.1152,0.106,parcialmente_nublado,0.9434
1773826309,0.7825,0.0941,0.6884,0.7825,0.0941,0.0,0.6884,0.0941,0.0866,parcialmente_nublado,0.995
1773827209,0.7563,0.1177,0.6386,0.7563,0.1177,0.0,0.6386,0.1177,0.1082,parcialmente_nublado,1.0424
1773828109,0.808,0.1175,0.6905,0.808,0.1175,0.0,0.6905,0.1175,0.1081,parcialmente_nublado,1.0852
1773829009,0.8087,0.13,0.6786,0.8087,0.13,0.0,0.6786,0.13,0.1196,parcialmente_nublado,1.1235
1773829909,0.8503,0.1233,0.727,0.8503,0.1233,0.0,0.727,0.1233,0.1135,parcialmente_nublado,1.1569
1773830809,0.8486,0.1209,0.7277,0.8486,0.1209,0.0,0.7277,0.1209,0.1113,parcialmente_nublado,1.1854
1773831709,0.9519,0.1308,0.8211,0.9519,0.1308,0.0,0.8211,0.1308,0.1203,parcialmente_nublado,1.2088
1773832609,0.9914,0.1339,0.8575,0.9914,0.1339,0.0,0.8575,0.1339,0.1232,parcialmente_nublado,1.227
1773833509,0.9751,0.2004,0.7747,0.9751,0.2004,0.0,0.7747,0.2004,0.1844,parcialmente_nublado,1.24
1773834409,0.9602,0.1802,0.78,0.9602,0.1802,0.0,0.78,0.1802,0.1658,parcialmente_nublado,1.2477
1773835309,0.904,0.2033,0.7007,0.904,0.2033,0.0,0.7007,0.2033,0.187,parcialmente_nublado,1.25
1773836209,0.9128,0.191,0.7218,0.9128,0.191,0.0,0.7218,0.191,0.1757,parcialmente_nublado,1.247
1773837109,0.8914,0.1695,0.7219,0.8914,0.1695,0.0,0.7219,0.1695,0.1559,parcialmente_nublado,1.2386
1773838009,0.9117,0.1646,0.7471,0.9117,0.1646,0.0,0.7471,0.1646,0.1514,parcialmente_nublado,1.2249
1773838909,0.8222,0.204,0.6182,0.8222,0.204,0.0,0.6182,0.204,0.1877,parcialmente_nublado,1.206
1773839809,0.8467,0.1597,0.687,0.8467,0.1597,0.0,0.687,0.1597,0.1469,parcialmente_nublado,1.1819
